Year,SERIES,UNIT_MEASURE,AGE,SEX,Value
2000,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,_T,0.0
2001,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,_T,0.0
2002,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,_T,0.0
2003,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,_T,0.0
2004,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,_T,0.0
2005,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,_T,0.0
2006,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,_T,0.01
2007,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,_T,0.01
2008,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,_T,0.01
2009,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,_T,0.01
2010,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,_T,0.01
2011,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,_T,0.01
2012,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,_T,0.01
2013,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,_T,0.01
2014,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,_T,0.01
2015,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,_T,0.01
2016,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,_T,0.01
2017,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,_T,0.01
2018,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,_T,0.01
2000,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,F,0.0
2001,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,F,0.0
2002,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,F,0.0
2003,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,F,0.0
2004,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,F,0.0
2005,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,F,0.0
2006,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,F,0.0
2007,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,F,0.0
2008,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,F,0.0
2009,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,F,0.0
2010,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,F,0.0
2011,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,F,0.0
2012,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,F,0.0
