Year,SERIES,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2000,EG_EGY_RNEW,W_PER_CAPITA,ALL,360.82166
2001,EG_EGY_RNEW,W_PER_CAPITA,ALL,359.48139
2002,EG_EGY_RNEW,W_PER_CAPITA,ALL,359.1836
2003,EG_EGY_RNEW,W_PER_CAPITA,ALL,360.46549
2004,EG_EGY_RNEW,W_PER_CAPITA,ALL,371.2894
2005,EG_EGY_RNEW,W_PER_CAPITA,ALL,375.71774
2006,EG_EGY_RNEW,W_PER_CAPITA,ALL,379.07033
2007,EG_EGY_RNEW,W_PER_CAPITA,ALL,383.81926
2008,EG_EGY_RNEW,W_PER_CAPITA,ALL,397.85545
2009,EG_EGY_RNEW,W_PER_CAPITA,ALL,404.59029
2010,EG_EGY_RNEW,W_PER_CAPITA,ALL,445.68926
2011,EG_EGY_RNEW,W_PER_CAPITA,ALL,454.31432
2012,EG_EGY_RNEW,W_PER_CAPITA,ALL,463.08759
2013,EG_EGY_RNEW,W_PER_CAPITA,ALL,470.87276
2014,EG_EGY_RNEW,W_PER_CAPITA,ALL,481.23811
2015,EG_EGY_RNEW,W_PER_CAPITA,ALL,489.57275
2016,EG_EGY_RNEW,W_PER_CAPITA,ALL,510.1026
2017,EG_EGY_RNEW,W_PER_CAPITA,ALL,525.66448
2018,EG_EGY_RNEW,W_PER_CAPITA,ALL,554.6819
2019,EG_EGY_RNEW,W_PER_CAPITA,ALL,574.40226
2020,EG_EGY_RNEW,W_PER_CAPITA,ALL,588.47212
2021,EG_EGY_RNEW,W_PER_CAPITA,ALL,623.21477
2022,EG_EGY_RNEW,W_PER_CAPITA,ALL,646.18469
2000,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,0.0
2001,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,0.0
2002,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,0.0
2003,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,0.0
2004,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,0.0
2005,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,0.0
2006,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,0.0
2007,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,0.0
2008,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,0.0
2009,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,0.0
2010,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,0.0
2011,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,0.0
2012,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,0.0
2013,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,0.0
2014,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,0.0
2015,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,0.0
2016,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,0.28727
2017,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,0.2907
2018,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,0.36469
2019,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,0.6576
2020,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,0.63585
2021,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,3.12142
2022,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,3.15754
2000,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0.0
2001,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0.0
2002,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0.0
2003,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0.0
2004,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0.0
2005,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0.0
2006,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0.0
2007,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0.0
2008,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0.0
2009,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0.0
2010,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0.0
2011,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0.0
2012,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0.0
2013,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0.0
2014,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0.0
2015,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0.0
2016,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0.0
2017,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0.0
2018,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0.0
2019,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0.0
2020,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0.0
2021,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0.0
2022,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0.0
2000,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,360.82166
2001,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,359.48139
2002,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,359.1836
2003,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,360.44158
2004,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,371.24112
2005,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,375.64446
2006,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,378.9964
2007,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,383.74441
2008,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,397.77937
2009,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,404.51293
2010,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,445.61054
2011,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,454.15402
2012,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,462.91096
2013,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,470.41969
2014,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,479.14741
2015,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,487.16945
2016,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,505.67282
2017,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,520.63545
2018,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,533.97974
2019,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,541.20691
2020,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,551.10479
2021,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,561.54448
2022,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,568.04244
2000,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0.0
2001,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0.0
2002,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0.0
2003,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0.0
2004,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0.0
2005,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0.0
2006,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0.0
2007,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0.0
2008,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0.0
2009,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0.0
2010,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0.0
2011,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0.0
2012,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0.0
2013,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0.0
2014,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0.0
2015,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0.0
2016,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0.0
2017,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0.0
2018,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0.0
2019,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0.0
2020,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0.0
2021,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0.0
2022,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0.0
2000,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,0.0
2001,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,0.0
2002,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,0.0
2003,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,0.0239
2004,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,0.04828
2005,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,0.07327
2006,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,0.07393
2007,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,0.07485
2008,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,0.07608
2009,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,0.07736
2010,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,0.07872
2011,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,0.08015
2012,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,0.09498
2013,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,0.37014
2014,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,2.00668
2015,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,2.31818
2016,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,4.05632
2017,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,4.65113
2018,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,5.33803
2019,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,6.65038
2020,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,10.51408
2021,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,17.27636
2022,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,33.23462
2000,EG_EGY_RNEW,W_PER_CAPITA,WIND,0.0
2001,EG_EGY_RNEW,W_PER_CAPITA,WIND,0.0
2002,EG_EGY_RNEW,W_PER_CAPITA,WIND,0.0
2003,EG_EGY_RNEW,W_PER_CAPITA,WIND,0.0
2004,EG_EGY_RNEW,W_PER_CAPITA,WIND,0.0
2005,EG_EGY_RNEW,W_PER_CAPITA,WIND,0.0
2006,EG_EGY_RNEW,W_PER_CAPITA,WIND,0.0
2007,EG_EGY_RNEW,W_PER_CAPITA,WIND,0.0
2008,EG_EGY_RNEW,W_PER_CAPITA,WIND,0.0
2009,EG_EGY_RNEW,W_PER_CAPITA,WIND,0.0
2010,EG_EGY_RNEW,W_PER_CAPITA,WIND,0.0
2011,EG_EGY_RNEW,W_PER_CAPITA,WIND,0.08015
2012,EG_EGY_RNEW,W_PER_CAPITA,WIND,0.08165
2013,EG_EGY_RNEW,W_PER_CAPITA,WIND,0.08293
2014,EG_EGY_RNEW,W_PER_CAPITA,WIND,0.08401
2015,EG_EGY_RNEW,W_PER_CAPITA,WIND,0.08512
2016,EG_EGY_RNEW,W_PER_CAPITA,WIND,0.08618
2017,EG_EGY_RNEW,W_PER_CAPITA,WIND,0.08721
2018,EG_EGY_RNEW,W_PER_CAPITA,WIND,14.99943
2019,EG_EGY_RNEW,W_PER_CAPITA,WIND,25.88738
2020,EG_EGY_RNEW,W_PER_CAPITA,WIND,26.2174
2021,EG_EGY_RNEW,W_PER_CAPITA,WIND,41.2725
2022,EG_EGY_RNEW,W_PER_CAPITA,WIND,41.75009
